,clean_text,Party,Textblob_Sentiments,Emotions
310,tune tomorrow fm.ca,unrelated tweets,0.0,Neutral
311,cdnpoli onpoli topoli hamont twitter.com/nanamare/status/ ...,unrelated tweets,0.0,Neutral
312,going midterms feeling like justin trudeau. justnotready,liberals,0.0,Neutral
313,lpc used strong history francophone qc francophone pms) hopefully start rebuilding legacy.,liberals,0.4333333333333333,Positive
314,voted advance poll. procedures time-consuming time. predict long lines e-day pollwatch cdnpoli,unrelated tweets,-0.05,Negative
315,want vote,unrelated tweets,0.0,Neutral
316,"mulcair problem insufferable arrogant mulcair says trudeau said wd able work w ndp there""",ndp,0.5,Positive
317,voting green party mp viable option ridings elxn previous elections. nice! twitter.com/robin_spano/status/ ...,other_parties,0.1277777777777778,Positive
318,fucking idiot. check sweary,unrelated tweets,-0.8,Negative
319,carrie lynn added,unrelated tweets,0.0,Neutral
320,agree ms may,unrelated tweets,0.0,Neutral
321,think october,unrelated tweets,0.0,Neutral
322,defeat voter suppression tactics. get informed elections.ca/home.aspx go vote cdnpoli elxn votegreen twitter.com/jimharris/status/ ...,other_parties,0.0,Neutral
323,robford supports,unrelated tweets,0.0,Neutral
324,prime minister's office ordered halt refugee processing fw.to/kbsnevq cdnpoli,unrelated tweets,0.0,Neutral
325,bouncing back +forth red+ blue realchange? realquestion elxn twitter.com/justintrudeau/status/ ...,liberals,0.0,Neutral
326,mulcair says open renegotiate tpp deal elected worldwideherald.com/ctksb readychange ndp pic.twitter.com/pdrvxi,ndp,0.0,Neutral
327,truth mashup added,unrelated tweets,0.0,Neutral
328,let us start harper kenney. one way tix saudia arabia,conservatives,0.0,Neutral
329,nspoli cdnpoli,unrelated tweets,0.0,Neutral
330,droitisation,unrelated tweets,0.0,Neutral
331,elxn wewt wewt twitter.com/hannahthibedeau/status/ ...,unrelated tweets,0.0,Neutral
332,sure parties agreed cool signage around london much subdued past elections! cdnpoli ldnont,unrelated tweets,0.184375,Positive
333,poll canadians believe harper duffy scandal anything else cdnpoli elxn thestar.com/news/canada////poll-most-canadians-dont-believe-harper-on-duffy-scandal.html ... pic.twitter.com/wzepftazda,conservatives,0.0,Neutral
334,spinning. mis-speaking. news.nationalpost.com/news/canada/canadian-politics/top-federal-conservatives-back-tom-mulcairs-explanation-for--talks-contradicting-macleans-report ... cdnpoli ndp,ndp,0.0,Neutral
335,ndp quitting tpp partners commit would economically devastating economy jobs. lpc,liberals,-1.0,Negative
336,vote cpc harper lpc trudeau elxn fulfill deepest wishes runaway global corporations m.truthdig.com/report/item/naders__reasons_why_the_tpp_is_not_a_progressive_trade_agreement_ ...,liberals,0.0,Neutral
337,conservative,conservatives,0.0,Neutral
338,fence liberal ndp think need keep fighting isis repeal c choose ur party,liberals,0.0,Neutral
339,d. maria paul added,unrelated tweets,0.0,Neutral
340,yep... elxn canpoli cdnpoli racism twitter.com/tabathasouthey/status/ ...,unrelated tweets,0.0,Neutral
341,solid tlmep. proud leader soon pm. teamtrudeau lpc,liberals,0.4,Positive
342,volatility quebec rare sign vote could shared among three parties ift.tt/oqewl cdnpoli canpoli,unrelated tweets,0.3,Positive
343,nbcnews.to/vhwzis,unrelated tweets,0.0,Neutral
344,twitter.com/nytimes/status/ ...,unrelated tweets,0.0,Neutral
345,joel klebanoff retweeted ctv toronto,unrelated tweets,0.0,Neutral
346,election elxn cdnpoli polcan fed polqc opserenashim turkey blames proxy isis twitter.com/michaellee/status/ ...,other_parties,0.0,Neutral
347,one thing sure mr. harper bombs dropped syrians discriminate. cdnpoli elxn nlpoli,conservatives,0.5,Positive
348,crime city retweeted hours vancouver,unrelated tweets,0.0,Neutral
349,full text rosemary barton;s interview tom mulcair cbc.ca mulcair dragplus.com/post/id/ ...,ndp,0.35,Positive
350,talking turkey thanksgiving weekend behind numbers behindthenumbers.ca// alking-turkey-this-thanksgiving-weekend/ ... elxn cdnpoli stopharper savecanada,conservatives,-0.4,Negative
351,chris robinson added,unrelated tweets,0.0,Neutral
352,trustworthy hardest working candidate yycheritage! voted realchange! pic.twitter.com/hxqvjzpl,liberals,0.0,Neutral
353,douglas connors added,unrelated tweets,0.0,Neutral
354,dn! final draft tpp intellectual property chapter. cdnpoli trudeau harper m.democracynow.org/headlines//// ...,liberals,0.15,Positive
355,evanassif equipetrudeau vimy changerensemble liberal elxn fb.me/qwb,liberals,0.0,Neutral
356,steffen christensen added,unrelated tweets,0.0,Neutral
357,ross,unrelated tweets,0.0,Neutral
358,rebel retweeted rebel,unrelated tweets,0.0,Neutral
359,harper hiding details?,conservatives,0.0,Neutral
360,judy mclarty retweeted patriotchick,unrelated tweets,0.0,Neutral
361,dan perrins retweeted justin trudeau,liberals,0.0,Neutral
362,must read cpc elexn twitter.com/edvorst/status/ ...,conservatives,0.0,Neutral
363,metis rights case finally supreme court canada cbc.ca/. cdnpoli,unrelated tweets,0.0,Neutral
364,check ndp candidate even know party's policy. vimeo.com/,ndp,0.0,Neutral
365,ind.pn/ofed,unrelated tweets,0.0,Neutral
366,haprer attacks trudeau over... everything notaheadline predictable nocredibility,liberals,-0.2,Negative
367,mj mckenna added,unrelated tweets,0.0,Neutral
368,indeed feasible accros spheres earth realchange twitter.com/apcnigeria/status/ ...,liberals,0.0,Neutral
369,"""the harper gov't currently plans regulate plastic-only ceremonial kirpans"" sikh canucks bluejays cbc.ca/news/canada/british-columbia/policy-reversed-on-head-covering-searches-at-airports-. ...",conservatives,0.025,Positive
370,eyes smiling took oath.women shld bablewear miniskirts/niquabs!the man behind point.cdnpoli,unrelated tweets,-0.4,Negative
371,stephen harper changed character canada goar thestar.com/opinion/commentary////how-stephen-harper-changed-the-character-of-canada-goar.html ... via cdnpoli elxn elxn,conservatives,0.0,Neutral
372,rt twitter.com/usahumanist/status/ ... billmaher takes conservative heroes major flaws dld.bz/duup ... pic.twitter.com/zydvxkq,conservatives,0.0625,Positive
373,fair liberal partisans online focus personal attacks mulcair. lpc lead now. lets b gracious cdnpoli twitter.com/madeincanada/status/ ...,liberals,0.35,Positive
374,"promisedlanding promisedlanding promisedlanding promisedlanding rt vegasgop jebbush staffer posing liberal feminazi trump ""i...",liberals,0.0,Neutral
375,amerika buys gun w/o federal background check...except criminals. believe liberal cnn lie,liberals,0.0,Neutral
376,j. m. braun retweeted cbc news alerts,unrelated tweets,0.0,Neutral
377,elxn cdnpoli votelabelgmo... fb.me/xapkbg,unrelated tweets,0.0,Neutral
378,summarize conservative frazier inst. fear fear boo fear boo fear fear boo fear! vote cpc! elxn cdnpoli,conservatives,0.0,Neutral
379,elxn night,unrelated tweets,0.0,Neutral
380,elxn cdnpoli cpc nspoli danny williams,conservatives,0.0,Neutral
381,hear mulcair's lead trump republican primaries slipping... elxn cdnpoli ndp tommulcair,ndp,-0.1,Negative
382,justintrudeau pic.twitter.com/vlbjuutq,liberals,0.0,Neutral
383,women earn 'creep' status gail shea harper hatchet woman marine environment,conservatives,0.0,Neutral
384,wongn added,unrelated tweets,0.0,Neutral
385,youtu.be/hzahsjfa elxn lpc cdnpoii,liberals,0.0,Neutral
386,dearleader disguising middle class family man yrs. exposed multi-national tpp puppet elxn ndp,ndp,0.0,Neutral
387,"""because believe science"" apparently economics... justnotready",liberals,0.05,Positive
388,jessie adcock retweeted mary pynenburg,unrelated tweets,0.0,Neutral
389,pic.twitter.com/nqaemkomj,unrelated tweets,0.0,Neutral
390,see preventing responsible hunter education hunting realchange pic.twitter.com/rhfudlp,liberals,0.2,Positive
391,"thanks shane poem month ""the cut let go"". vote elxn cdnpoli youtube.com/watch?v=iunm-_ghc ...",unrelated tweets,0.2,Positive
392,democrat,unrelated tweets,0.0,Neutral
393,elxn twitter.com/globalnews/status/ ...,unrelated tweets,0.0,Neutral
394,cdnpoli elxn oakville vote weekend twitter.com/electionscan_e/status/ ...,unrelated tweets,0.0,Neutral
395,harper telling supporters want hear. cdnpoli elxn pic.twitter.com/mfolengnu,conservatives,0.0,Neutral
396,excellent appearance tlmep elxn realchange,liberals,1.0,Positive
397,bad bad? elxn cdnpoli twitter.com/openmedia_ca/status/ ...,unrelated tweets,-0.6999999999999998,Negative
398,youtu.be/gpkoiuooe,unrelated tweets,0.0,Neutral
399,mulcair,ndp,0.0,Neutral
400,non pkp added,unrelated tweets,0.0,Neutral
401,harper gov partners cpa canada help rich people dodge taxes. pm involved deal. cbc.ca/. cdnpoli harperman,conservatives,0.375,Positive
402,traditional ndp supporter. values apparently layton again? cdnpoli,ndp,0.025,Positive
403,problem big elxn issues lpc cpc virtually theglobeandmail.com/news/politics/a-coalition-why-trudeau-has-more-in-common-with-harper-than-mulcair/article/ ... cdnpoli,liberals,0.0,Neutral
404,lire pour ceux qui pense que mulcair est sans reproche et le candidat ideal pour le canada polcan bloc npd pq twitter.com/relaxincanada/status/ ...,ndp,0.9,Positive
405,hey part voting,unrelated tweets,0.0,Neutral
406,nanos poll liberals gain advantage election enters holiday weekend cdnpoli ableg elxn ctvnews.ca/mobile/politics/election/nanos-poll-liberals-gain-advantage-as-election-enters-holiday-weekend-. ...,liberals,0.0,Neutral
407,thats thought,unrelated tweets,0.0,Neutral
408,promises four federal parties promised indigenous voters far aptn national news inm cdnpoli bit.ly/qeclsn,unrelated tweets,0.1,Positive
409,niqab wearing canadians spoken,unrelated tweets,0.0,Neutral
410,justnotready twitter.com/liberal_party/status/ ...,liberals,0.0,Neutral
411,cannot vote somebody like us shure specially mulcair know since 's,ndp,0.3571428571428572,Positive
412,realchangenow u say? u reallymeant,unrelated tweets,0.0,Neutral
413,shane koyczan's new poem 'the cut' rips harper's track record [video] tinyurl.com/ohcyjo via,conservatives,0.1363636363636364,Positive
414,excited help goknockdoors next mp realchange teamtrudeau pic.twitter.com/bllwbkybr,liberals,0.1875,Positive
415,robin m. retweeted richmondhillndp,unrelated tweets,0.0,Neutral
416,chum mulcair pic.twitter.com/kzxfzjzdw,ndp,0.0,Neutral
417,speech right ndp great talk,ndp,0.5428571428571429,Positive
418,justintrudeau verydangerous incompetent,liberals,-0.35,Negative
419,met lifelong lpc voter today vote cpc st time bc done w/ont libs' fiscal,liberals,-0.1,Negative
420,mainly southwestern ontario. ndp might pick seats toronto,ndp,0.1666666666666667,Positive
421,liberals corporations maydayusa tcot ccot teaparty conservative pic.twitter.com/wlqexlafc,conservatives,0.0,Neutral
422,lpc clowns claim b stupid-didn't know polling station want b elected run canada? twitter.com/polkameister/status/ ...,liberals,0.0,Neutral
423,fed up! retweeted kristine,unrelated tweets,0.0,Neutral
424,"canada justin trudeau liberal government would ""absolutely not"" prioritize religious en.shafaqna.com/news/ via english",liberals,-0.03333333333333333,Negative
425,engr omoniyi b.e added,unrelated tweets,0.0,Neutral
426,remember said admires china's basic dictatorship. person want running country justnotready,liberals,0.0,Neutral
427,silviu stochita added,unrelated tweets,0.0,Neutral
428,one ask trudeau limit free speech,liberals,0.4,Positive
429,robin m. retweeted political petard,unrelated tweets,0.0,Neutral
430,victoria reeve retweeted andrew tumilty,unrelated tweets,0.0,Neutral
431,news conservative fines water use rankle californians... bit.ly/ztgest teaparty media,conservatives,0.0,Neutral
432,primeminister pic.twitter.com/bzdnrcf,unrelated tweets,0.0,Neutral
433,votenation cdnpoli exln pmharper justintrudeau thomasmulcair elizabethmay --,liberals,0.0,Neutral
434,missing murdered. aboriginal women girls. treated like nd class citizens pm. let sink in. cdnpoli pic.twitter.com/mkqmjwzj,unrelated tweets,-0.2,Negative
435,alberta farmers know canola like justin trudeau...its justnotready,liberals,0.0,Neutral
436,ajax alxandr retweeted paul stewart,unrelated tweets,0.0,Neutral
437,vote harper out. vote strategically! cdnpoli strategicvoting.ca/index.html,conservatives,0.0,Neutral
438,driver says sons home,unrelated tweets,0.0,Neutral
439,never seen anyone's platform late already voted. cdnpoli nlpoli,unrelated tweets,-0.3,Negative
440,dave added,unrelated tweets,0.0,Neutral
441,tommulcair,ndp,0.0,Neutral
442,jonathan robinson added,unrelated tweets,0.0,Neutral
443,emmay mah added,unrelated tweets,0.0,Neutral
444,ken cox retweeted eric grenier,unrelated tweets,0.0,Neutral
445,totally respect choice. really hope progressives see increased seats helps. cdnpoli elxn lpc ndp,liberals,0.1,Positive
446,monica henry added,unrelated tweets,0.0,Neutral
447,tor_ont_o rt torybluest justin trudeau? imagine g meeting. cdnpoli elxn nlpoli nspoli peipoli ... twitter.com/tor_ont_o/status/ ...,liberals,0.0,Neutral
448,cannot decide even watch democraticdebate worth migraine!? conservative republican tcot ycot,conservatives,0.375,Positive
449,international group sends team ottawa monitor election,unrelated tweets,0.0,Neutral
450,octth jump nanospoll,unrelated tweets,0.0,Neutral
451,former snl actress victoriajackson banished anniversary b/c shes conservative pjnet ccot tcot benybs.blogspot.com///former-snl-actress-victoriajackson.html ...,conservatives,0.0,Neutral
452,novascotians r refused grants business cdnpoli ns,unrelated tweets,0.0,Neutral
453,cseries porterplans topoli nojetsto cdnpoli,unrelated tweets,0.0,Neutral
454,elderly briton faces lashes saudi wine primeminister davidcameron... uk.trendolizer.com///elderly-briton-faces--lashes-in-saudi-for-having-wine.html ... pic.twitter.com/yjcvzmsmk,unrelated tweets,0.0,Neutral
455,"none ""vote strategic"" signs would issue canada proportional voting! greenparty ndp liberal",liberals,0.0,Neutral
456,j figueredo added,unrelated tweets,0.0,Neutral
457,matthew rimmer retweeted ndp_hq,unrelated tweets,0.0,Neutral
458,brad cabana retweeted murad gazdiev,unrelated tweets,0.0,Neutral
459,cdnpoli elxn niagaravotes votestrategically niagara stcath onpoli twitter.com/adokken/status/ ...,unrelated tweets,0.0,Neutral
460,cpim cpimtelangana nepal kpsharmaoli primeminister,unrelated tweets,0.0,Neutral
461,bjp narendramodi justice indian primeminister beingindian beinghuman fb.me/uzdwd,unrelated tweets,0.0,Neutral
462,earn per household per year u kiss kids tax credits goodbye trudeau elected. instead raise taxes.,liberals,0.0,Neutral
463,cdnpoli looks like peasants getting little feisty,unrelated tweets,-0.1875,Negative
464,"amazing rips stevenharper 's track record new poem tinyurl.com/ohcyjo via""",conservatives,0.3681818181818182,Positive
465,rattlewithus.ning.com/profiles/blogs/brain-dead ...,unrelated tweets,0.0,Neutral
467,greek street names dragoumi street,unrelated tweets,0.0,Neutral
468,cra say claim medicalmarijuana taxes natpo.st/qcil marijuana cannabis cdnpoli streetwiseweed thc cannabisculture,unrelated tweets,0.0,Neutral
469,already using twitter via text message?,unrelated tweets,0.0,Neutral
470,elxn cdnpoli pic.twitter.com/wtkhwzqfvk,unrelated tweets,0.0,Neutral
471,many contradictions fit twitter. patriot? traitor. economist? failure. leader? fascist dictator etc cdnpoli,unrelated tweets,0.1944444444444444,Positive
472,us president jesse ventura cnn pier politics politicaldispute conservative liberal webogi.com/otnx,liberals,0.0,Neutral
473,elections canada est.,unrelated tweets,0.0,Neutral
474,guardian angel retweeted truthtoconservatives,unrelated tweets,0.0,Neutral
475,en esperant avoir un appel pour travailler... et attendre avec impatience mon autorisation de remplacer idel liberal,liberals,0.0,Neutral
476,ian added,unrelated tweets,0.0,Neutral
477,robin m. added,unrelated tweets,0.0,Neutral
478,justin trudeau rides sunny strategy second-last week campaign worldwideherald.com/amd cdnpoli elxn pic.twitter.com/eoowlrvk,liberals,0.0,Neutral
479,vote harper poodles vote science,conservatives,0.0,Neutral
480,inevitable political debates year's thanksgiving entails... thankful debating all... elxn,unrelated tweets,0.0,Neutral
